This file contains data related to the Magnetic Field Sampling
Torino, 2023-03-10_07-37-11


The columns have the following meaning:
- Timetag
- Average of  4 frequencies after the skipped ones
- Standard deviation of  4 frequencies after the skipped ones
- Average of  4 right probability after the skipped ones



60013.344549	5.48019e2	7.32478e-2	3.54917e-1
60013.371645	5.47694e2	2.84210e-2	3.46899e-1
60013.398740	5.47936e2	1.91665e-2	3.54349e-1
60013.425836	5.48090e2	9.95617e-3	3.53401e-1
60013.452932	5.48028e2	3.21480e-2	3.39317e-1
60013.480027	5.48343e2	8.94096e-2	3.94601e-1
60013.507090	5.47992e2	2.28611e-2	3.57681e-1
60013.534978	5.48136e2	4.38318e-2	3.34900e-1
60013.562074	5.48532e2	4.18319e-2	3.18928e-1
60013.589170	5.48410e2	1.36193e-2	3.37115e-1
60013.616265	5.48686e2	4.71313e-2	3.38598e-1
60013.643361	5.48357e2	6.42027e-2	3.59257e-1
60013.670457	5.47930e2	3.99086e-2	3.46151e-1
60013.697551	5.47756e2	1.96155e-2	3.39961e-1
60013.724648	5.47715e2	1.42876e-2	3.36496e-1
60013.751729	5.47696e2	1.83447e-2	3.30098e-1
60013.778825	5.47642e2	4.62588e-3	3.42042e-1
60013.805921	5.47398e2	2.32372e-2	3.58049e-1
60013.833016	5.48041e2	8.92862e-2	3.08795e-1
60013.860112	5.48000e2	7.96565e-3	3.35044e-1
60013.887208	5.47785e2	4.81145e-2	3.35087e-1
60013.914302	5.47626e2	3.11845e-2	3.43648e-1
60013.941399	5.47615e2	2.39859e-3	3.36000e-1
60013.968493	5.47355e2	2.90326e-2	3.49134e-1
60013.995589	5.47482e2	1.83868e-2	3.28792e-1
