Scenario 2
This file contains data related to the Lock operation
Torino, 2023-03-10_07-37-11


The columns have the following meaning:
- Timetag
- Synthesizer Relative Frequency [1] (Atomic resonance <==> 0)
- Synthesis Chain Monitor [V]
- Left Transition Probability
- Left TOF1 averaged over the integration interval
- Left TOF2 averaged over the integration interval
- Right Transition Probability
- Right TOF1 averaged over the integration interval
- Right TOF2 averaged over the integration interval


**2023-03-10_08-01-04 -- Main Counter: 1 -- N2 (points in Scenario2): 500
60013.334175	7.59566e-14	 0	4.91095e-1	3.2639e-3	3.3822e-3	4.82338e-1	3.2038e-3	3.4384e-3
60013.334208	-7.14548e-14	 0	4.94097e-1	3.2799e-3	3.3583e-3	4.88677e-1	3.2634e-3	3.4146e-3
60013.334241	3.60964e-13	 0	5.02820e-1	3.3486e-3	3.3110e-3	4.86920e-1	3.2279e-3	3.4013e-3
60013.334274	8.05909e-14	 0	4.96061e-1	3.3035e-3	3.3560e-3	4.85752e-1	3.1907e-3	3.3779e-3
60013.334307	4.15778e-14	 0	4.91458e-1	3.2608e-3	3.3741e-3	4.92893e-1	3.2959e-3	3.3910e-3
60013.334340	1.41282e-14	 0	4.94069e-1	3.3453e-3	3.4256e-3	4.93060e-1	3.3016e-3	3.3945e-3
60013.334373	1.53840e-13	 0	4.95865e-1	3.3303e-3	3.3858e-3	4.90728e-1	3.3251e-3	3.4507e-3
60013.334406	-3.85876e-14	 0	4.98688e-1	3.3536e-3	3.3712e-3	4.91612e-1	3.3168e-3	3.4300e-3
60013.334439	7.21848e-14	 0	4.89377e-1	3.3120e-3	3.4557e-3	4.85304e-1	3.3366e-3	3.5387e-3
60013.334472	-2.11878e-13	 0	4.95717e-1	3.2893e-3	3.3461e-3	4.85272e-1	3.2652e-3	3.4634e-3
60013.334505	-5.98549e-14	 0	4.92311e-1	3.2087e-3	3.3089e-3	4.86721e-1	3.2820e-3	3.4611e-3
60013.334538	-7.20934e-14	 0	4.83490e-1	3.2789e-3	3.5029e-3	4.83040e-1	3.2720e-3	3.5017e-3
60013.334571	4.53098e-14	 0	4.93728e-1	3.3267e-3	3.4112e-3	4.89411e-1	3.2629e-3	3.4041e-3
60013.334604	3.47085e-13	 0	4.80154e-1	3.2046e-3	3.4695e-3	4.91251e-1	3.3230e-3	3.4413e-3
60013.334638	-1.81039e-13	 0	4.80919e-1	3.2750e-3	3.5349e-3	5.00338e-1	3.3542e-3	3.3497e-3
60013.334671	3.56723e-14	 0	4.91316e-1	3.2109e-3	3.3244e-3	4.99284e-1	3.2765e-3	3.2859e-3
60013.334704	-5.81974e-14	 0	4.87079e-1	3.1892e-3	3.3584e-3	4.90530e-1	3.2712e-3	3.3975e-3
60013.334737	-1.86326e-13	 0	4.96017e-1	3.3571e-3	3.4111e-3	4.91305e-1	3.2710e-3	3.3868e-3
60013.334770	-6.83658e-15	 0	4.94918e-1	3.2639e-3	3.3309e-3	4.88318e-1	3.2386e-3	3.3936e-3
60013.334803	-3.26147e-13	 0	4.99442e-1	3.3306e-3	3.3380e-3	4.87700e-1	3.2423e-3	3.4059e-3
60013.334836	-2.33949e-13	 0	4.91424e-1	3.2940e-3	3.4090e-3	4.88034e-1	3.2030e-3	3.3601e-3
60013.334869	-1.36770e-13	 0	4.87461e-1	3.2954e-3	3.4650e-3	4.91035e-1	3.3257e-3	3.4472e-3
60013.334902	-2.50221e-13	 0	4.88194e-1	3.2710e-3	3.4292e-3	4.92366e-1	3.2950e-3	3.3971e-3
60013.334935	2.95152e-14	 0	4.85855e-1	3.2676e-3	3.4579e-3	4.96141e-1	3.3103e-3	3.3618e-3
60013.334968	-2.51078e-14	 0	4.96265e-1	3.3244e-3	3.3745e-3	4.98274e-1	3.3890e-3	3.4125e-3
60013.335001	2.48634e-13	 0	4.89982e-1	3.2114e-3	3.3427e-3	5.00048e-1	3.4036e-3	3.4030e-3
60013.335034	7.03225e-15	 0	4.88212e-1	3.3230e-3	3.4834e-3	4.97096e-1	3.3677e-3	3.4070e-3
60013.335067	-3.49894e-14	 0	4.93459e-1	3.3225e-3	3.4106e-3	4.91914e-1	3.2801e-3	3.3879e-3
60013.335100	-3.10159e-13	 0	4.82191e-1	3.2707e-3	3.5123e-3	4.92310e-1	3.2289e-3	3.3298e-3
60013.335133	1.45581e-13	 0	4.84391e-1	3.2486e-3	3.4580e-3	5.01149e-1	3.3192e-3	3.3040e-3
60013.335166	2.68742e-13	 0	4.90354e-1	3.3337e-3	3.4648e-3	4.85825e-1	3.3021e-3	3.4948e-3
60013.335199	-4.86369e-13	 0	5.07116e-1	3.3579e-3	3.2637e-3	4.79350e-1	3.2438e-3	3.5233e-3
60013.335232	2.47227e-13	 0	5.04858e-1	3.3656e-3	3.3008e-3	4.77883e-1	3.1891e-3	3.4842e-3
60013.335265	-1.01392e-13	 0	4.93244e-1	3.3690e-3	3.4613e-3	4.80425e-1	3.2388e-3	3.5027e-3
60013.335298	2.27126e-13	 0	4.95323e-1	3.3186e-3	3.3813e-3	4.83244e-1	3.2595e-3	3.4855e-3
60013.335331	2.06848e-13	 0	4.91431e-1	3.3246e-3	3.4405e-3	4.90686e-1	3.2329e-3	3.3557e-3
60013.335364	1.53634e-13	 0	4.98679e-1	3.3322e-3	3.3499e-3	5.00636e-1	3.3137e-3	3.3053e-3
60013.335397	-1.34324e-13	 0	4.97180e-1	3.2976e-3	3.3350e-3	4.86592e-1	3.2731e-3	3.4535e-3
60013.335430	2.30414e-13	 0	5.03291e-1	3.3805e-3	3.3363e-3	4.89879e-1	3.2329e-3	3.3665e-3
60013.335464	-1.71372e-13	 0	4.97362e-1	3.2822e-3	3.3170e-3	4.82588e-1	3.2291e-3	3.4621e-3
60013.335497	-2.15503e-14	 0	4.91990e-1	3.2869e-3	3.3939e-3	4.86481e-1	3.2512e-3	3.4319e-3
60013.335530	1.13032e-13	 0	4.85838e-1	3.2969e-3	3.4891e-3	4.90787e-1	3.2907e-3	3.4143e-3
60013.335563	-1.35819e-13	 0	4.82405e-1	3.2786e-3	3.5178e-3	4.91556e-1	3.2943e-3	3.4075e-3
60013.335596	4.90642e-14	 0	4.91133e-1	3.3183e-3	3.4381e-3	4.97931e-1	3.3706e-3	3.3986e-3
60013.335629	2.75330e-13	 0	4.94396e-1	3.3429e-3	3.4187e-3	4.86076e-1	3.2108e-3	3.3947e-3
60013.335662	-3.35468e-13	 0	5.03770e-1	3.3866e-3	3.3359e-3	4.81310e-1	3.3026e-3	3.5591e-3
60013.335695	5.56249e-14	 0	5.01655e-1	3.4355e-3	3.4128e-3	4.87274e-1	3.3047e-3	3.4773e-3
60013.335728	5.69826e-14	 0	4.91027e-1	3.3006e-3	3.4213e-3	4.91077e-1	3.1546e-3	3.2692e-3
60013.335761	-1.05462e-13	 0	4.89896e-1	3.3249e-3	3.4621e-3	4.95869e-1	3.3045e-3	3.3596e-3
60013.335794	1.31021e-15	 0	4.87030e-1	3.1981e-3	3.3685e-3	4.90956e-1	3.2566e-3	3.3766e-3
60013.335827	-6.80727e-14	 0	4.91480e-1	3.2878e-3	3.4018e-3	4.94031e-1	3.3505e-3	3.4315e-3
60013.335860	1.78026e-13	 0	4.84454e-1	3.2041e-3	3.4098e-3	4.93503e-1	3.2532e-3	3.3388e-3
60013.335893	-2.66046e-13	 0	4.82845e-1	3.2085e-3	3.4365e-3	4.99174e-1	3.2778e-3	3.2886e-3
60013.335926	-1.02627e-13	 0	4.89796e-1	3.1905e-3	3.3235e-3	4.95805e-1	3.2820e-3	3.3375e-3
60013.335959	3.38118e-14	 0	4.91321e-1	3.2723e-3	3.3879e-3	4.86304e-1	3.2598e-3	3.4434e-3
60013.335992	-1.35045e-13	 0	4.93994e-1	3.3095e-3	3.3900e-3	4.87785e-1	3.2977e-3	3.4629e-3
60013.336025	2.76405e-13	 0	4.95017e-1	3.3456e-3	3.4130e-3	4.79888e-1	3.2338e-3	3.5048e-3
60013.336058	4.30561e-14	 0	4.99820e-1	3.3795e-3	3.3819e-3	4.91240e-1	3.2689e-3	3.3855e-3
60013.336091	-4.48492e-15	 0	4.91494e-1	3.3123e-3	3.4269e-3	4.93243e-1	3.2739e-3	3.3636e-3
60013.336124	-3.39241e-13	 0	4.98159e-1	3.3081e-3	3.3325e-3	4.85850e-1	3.2496e-3	3.4389e-3
60013.336157	-8.91212e-15	 0	4.95236e-1	3.4002e-3	3.4656e-3	4.83090e-1	3.2427e-3	3.4697e-3
60013.336190	1.11344e-13	 0	4.84447e-1	3.2279e-3	3.4352e-3	4.88869e-1	3.2749e-3	3.4240e-3
60013.336223	8.68480e-14	 0	4.89407e-1	3.3141e-3	3.4575e-3	4.90308e-1	3.3052e-3	3.4358e-3
60013.336256	-6.51646e-14	 0	4.96241e-1	3.3136e-3	3.3638e-3	4.90652e-1	3.3230e-3	3.4496e-3
60013.336290	-7.75828e-14	 0	4.92019e-1	3.3239e-3	3.4318e-3	4.92475e-1	3.2587e-3	3.3583e-3
60013.336323	-2.81357e-13	 0	4.97878e-1	3.3249e-3	3.3533e-3	4.90386e-1	3.3448e-3	3.4760e-3
60013.336356	1.25371e-13	 0	4.97522e-1	3.3155e-3	3.3486e-3	4.82566e-1	3.2315e-3	3.4650e-3
60013.336389	1.29971e-13	 0	4.91622e-1	3.2448e-3	3.3554e-3	4.91791e-1	3.3079e-3	3.4183e-3
60013.336422	9.50191e-14	 0	4.94758e-1	3.3544e-3	3.4255e-3	4.96043e-1	3.3694e-3	3.4232e-3
60013.336455	4.39383e-14	 0	4.93989e-1	3.3934e-3	3.4760e-3	4.92111e-1	3.4090e-3	3.5183e-3
60013.336488	-8.52317e-14	 0	4.84588e-1	3.3374e-3	3.5497e-3	4.89338e-1	3.3554e-3	3.5016e-3
60013.336521	2.92990e-14	 0	4.97163e-1	3.3907e-3	3.4294e-3	5.01374e-1	3.3675e-3	3.3490e-3
60013.336554	-1.38460e-13	 0	4.94818e-1	3.3628e-3	3.4332e-3	5.00986e-1	3.4128e-3	3.3994e-3
60013.336587	1.07768e-13	 0	4.92033e-1	3.3303e-3	3.4381e-3	5.01087e-1	3.3204e-3	3.3060e-3
60013.336620	-6.24659e-14	 0	4.85811e-1	3.2127e-3	3.4004e-3	4.92070e-1	3.2907e-3	3.3968e-3
