# (MJDstart+MJDstop)/2 	 y(M4-ITCsF2) \sigma_y(type A) 	 flag
60013.325	1.46202741e-13	7.90356391e-15	1
60013.355	1.30441917e-13	8.30625636e-15	1
60013.365	1.39572848e-13	9.09795924e-15	1
60013.385	1.47559173e-13	1.04969485e-14	1
60013.395	1.40775652e-13	7.98189567e-15	1
60013.425	1.42911038e-13	7.98172214e-15	1
60013.455	1.38737494e-13	8.52412382e-15	1
60013.465	1.44706237e-13	8.83246413e-15	1
60013.485	1.49220743e-13	1.09189179e-14	1
60013.495	1.54486285e-13	7.89024409e-15	1
60013.525	1.34418627e-13	7.89055247e-15	1
60013.555	1.52813321e-13	9.03764066e-15	1
60013.565	1.57559218e-13	8.34976627e-15	1
60013.595	1.49265034e-13	7.91433609e-15	1
60013.625	1.69604349e-13	7.90137623e-15	1
60013.635	1.49237525e-13	1.01740137e-14	1
60013.655	1.69596532e-13	9.32171611e-15	1
60013.665	1.74821136e-13	8.14374822e-15	1
60013.695	1.60611122e-13	7.97990773e-15	1
60013.725	1.43242290e-13	7.99345046e-15	1
60013.735	1.42200307e-13	9.80627687e-15	1
60013.755	1.54539496e-13	9.61344519e-15	1
60013.765	1.65003804e-13	7.96718398e-15	1
60013.795	1.58872762e-13	7.90201575e-15	1
60013.825	1.62135905e-13	7.94006772e-15	1
60013.835	1.52216517e-13	9.65983523e-15	1
60013.855	1.48217428e-13	9.83116693e-15	1
60013.865	1.49212860e-13	7.95404000e-15	1
60013.895	1.50539769e-13	7.88986786e-15	1
60013.925	1.55579398e-13	8.11777825e-15	1
60013.935	1.50690705e-13	9.36642084e-15	1
60013.955	1.56450153e-13	1.01476610e-14	1
60013.965	1.35263713e-13	7.98132461e-15	1
60013.995	1.45889325e-13	7.98021038e-15	1
